Age,Experience_Years,Gender_Male,Gender_Other,Education_Level_Graduate,Education_Level_PhD,Education_Level_Postgraduate,Job_Role_Data Analyst,Job_Role_HR Executive,Job_Role_Manager,Job_Role_Research Scholar,Job_Role_Sales Executive,Job_Role_Software Engineer,Job_Role_Teacher,Job_Role_Technician,Region_Rural,Region_Tier-2
32,4,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
39,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
30,2,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
30,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
34,10,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
37,6,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
36,7,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
22,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
26,3,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
38,16,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
37,11,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
34,1,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
35,14,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
38,14,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
43,12,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
39,16,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
31,11,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
26,4,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
31,1,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
35,10,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
21,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
34,5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
31,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
29,8,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
35,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28,4,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
41,4,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
30,10,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
42,15,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
31,4,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
26,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
30,7,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
29,3,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
40,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
27,7,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
26,2,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
29,6,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
27,5,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
28,8,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
38,18,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
26,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
25,3,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
42,12,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
43,10,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
34,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
41,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
40,1,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
23,3,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
37,7,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
30,9,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
36,6,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
32,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
34,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
28,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
38,7,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
27,0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
27,5,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
27,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
24,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
38,18,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
30,9,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
29,3,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
37,9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
26,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
33,10,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
36,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
41,10,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
35,4,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
31,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
39,15,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
43,13,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
31,3,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
24,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
33,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
30,9,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
35,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
46,20,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
32,12,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
23,3,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
24,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
24,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
40,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
32,2,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
34,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
35,14,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
37,3,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
22,2,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
37,17,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
36,13,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
33,3,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
21,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
34,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
24,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
27,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
21,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
31,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
27,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
28,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
27,6,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
29,6,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
37,12,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
22,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32,11,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
23,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
26,2,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
31,9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
24,4,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
27,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
30,6,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
38,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
28,4,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
52,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
31,5,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
30,4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
27,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
42,7,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
39,14,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
27,7,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
28,1,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
34,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
32,6,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
23,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
25,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
31,10,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
32,12,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
21,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
29,5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
21,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
33,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
44,22,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
34,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
27,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
39,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
36,13,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
36,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
35,12,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
38,16,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
41,4,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
36,15,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
34,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
41,14,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
33,13,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
29,6,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
24,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
34,13,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
58,22,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
42,8,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
30,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
44,11,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
41,16,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
34,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
31,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
29,9,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
35,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
29,7,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
21,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
25,3,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
32,2,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
29,5,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
31,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
34,11,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
27,1,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
30,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
30,4,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
36,13,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
41,14,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
28,8,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
36,13,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
26,5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
28,4,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
39,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
34,8,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
25,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
40,15,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
50,28,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
32,7,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
31,7,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
40,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
30,10,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
46,13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
23,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
38,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
21,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
34,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
21,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
41,3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
39,5,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
21,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
41,9,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
42,7,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
27,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
21,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
34,8,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
35,1,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
44,19,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
30,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
